0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
5.130947413587314,0.09866002497436806,-5.212207878453365,-4.434036106921276,1.4719119851672673,-2.813368083196609,3.0530097301675925,-1.6067212141252891,0.3057483449577404,-0.05031606081030885,3.8858914262983766,-0.5707420714274039,-2.065199832009984,-0.6099869146712125,0.3426186310785093,-0.6265162308863269,2.2280147778356354,-0.23101782143418464,2.6932464062140506,1.3094648717852289
0.35864394363421265,2.6208282091455084,8.706353454782745,3.49164496964944,5.673153360142124,-4.9754377989671275,3.3358377883359855,-2.7590065252508342,0.4262951123255959,-1.4315985900262465,-0.4055802324580298,0.8364539264632802,-2.5675969585093066,3.573777948458546,3.8783073836439774,-0.4863264624523601,3.254143065019974,-1.2373145067013693,-1.1011067623115902,-3.1669195693707737
3.4267599665036204,5.580300058142707,5.24576861717284,-1.1205463484405298,2.2520253615448707,-5.649821354849971,5.13797449056161,-1.6556495423364899,-3.1983795343066155,1.6858977101512511,-0.44943113258207057,1.758916313703668,1.3872992169949145,-0.3507210606134024,0.33733082445417134,3.4962991594000727,1.3676574030011486,-4.258554047541374,-0.9900983780855852,-0.4840250399885206
-1.819898090959681,-2.772743409661676,0.1464514381579944,-0.007601078070909901,1.8288612320466322,0.4569106477401717,-4.895014662749768,1.4428258738921527,-3.0179782674142905,-0.16662453639665506,-2.5393777145798255,-1.517041929883661,1.971967902789839,-1.2944696267997433,0.9295451878614127,-0.8517480386029145,0.3247736489296004,-2.8425919069149974,-0.33549540196022604,-2.1295448048125434
-4.733543853824992,-1.5342547626493686,-2.192436126142256,1.388647762670124,-1.3089149086202871,6.292250913054004,-1.219552911811739,3.4693782731443843,0.2768089806833344,0.6314588080629149,1.5924481749071846,2.4998581209087605,-2.3604642438206036,2.391894742172479,3.0501840197775625,6.153546039535719,-2.46091790431128,3.12298314926947,-1.7413670276751256,-2.605234588837607
-0.09068151442029472,2.9005277286396085,1.7384354803659194,-10.58321302317112,0.3635082968808571,-2.8330799420773913,0.3742183819789772,-2.125317017552289,-4.183461465186951,-0.7467157909386343,-2.3186777237648966,-0.6963228751603534,3.1470697408213204,3.3228525488873824,7.109525516942318,-1.3245088619312524,2.134094650673783,3.78056908676994,-1.8553185060537045,-2.4676746157484075
-1.264598840530385,-1.4644387733472293,-1.6526357037579442,0.06223721979221002,-3.58377381682288,4.690974595758548,-0.6943990028082321,2.5992470697366286,4.055591125384374,0.15914313770911587,-1.82401095681063,-2.8864459658206503,1.6475128328342632,2.119934466015264,0.3575786348683782,2.428758616439562,-2.364980364767254,0.0727176316209309,0.9891034488857616,0.4772244505416347
-1.1534571026862586,1.9097510995895473,-0.3764620104232112,-11.686644663704781,-0.6729193148515664,3.826908872197748,-3.0850045981156256,-2.1921659350260723,0.428362192219057,-2.3011607636038214,-1.0763743507758463,-0.22635602955358736,-0.661390747221952,2.8853156533452555,2.3689955685804587,1.6621546296465177,5.800885564527916,4.080607541014338,3.4054948683635753,-2.972583950543232
3.3471688616064217,0.08105337124108464,-2.9760836886819506,0.9195442952522547,1.8903274234769345,-2.9800288214222093,-1.5703307294513054,0.13670072814410827,-5.171571174241412,2.2507640567155622,-2.542228481532854,-2.9817843846564593,0.3216095544235812,-2.125481788326503,-2.2810394656753386,-1.5739709542625526,0.5304674703719503,-0.6278808711644476,0.1823582125617131,-3.030191546789562
-6.444550016099087,-2.8234884477689075,-8.23412259621778,6.3537923849947715,1.2652660196492929,-2.2403994528865536,3.942740689989259,-0.07719948075513813,0.46848760275598483,-1.1961524160691377,-1.8208856075710589,-0.46000170906929977,1.4603535635751264,1.9277094680797129,-2.6586437551775934,2.0123529449035735,2.2942594337759927,0.9386115198587378,4.063138995219163,0.6222907149563404
